group_type,group_value,channel,sample_count,range_signed_mean,range_signed_median,range_signed_mode,range_signed_std,range_mae,range_rmse,range_within_0_rate,range_within_1_rate,range_within_2_rate,range_within_3_rate,velocity_signed_mean,velocity_signed_median,velocity_signed_mode,velocity_signed_std,velocity_mae,velocity_rmse,velocity_within_0_rate,velocity_within_1_rate,velocity_within_2_rate,velocity_within_3_rate
session_id,20260202_144556,H,3,-2.3333333333333335,-3.0,-4.0,1.699673171197595,2.3333333333333335,2.886751345948129,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144556,V,3,-3.0,-2.0,-2.0,1.4142135623730951,3.0,3.3166247903554,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144604,H,4,3.5,3.5,2.0,1.118033988749895,3.5,3.6742346141747673,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144604,V,4,1.75,2.5,-3.0,2.947456530637899,3.25,3.427827300200522,0.0,0.0,0.25,0.75,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144613,H,4,-0.75,-1.0,-4.0,3.2691742076555053,3.25,3.3541019662496847,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144613,V,4,-2.75,-4.0,-4.0,2.165063509461097,3.25,3.5,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144629,H,4,-0.25,0.0,1.0,1.299038105676658,1.25,1.3228756555322954,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144629,V,4,0.5,0.5,-1.0,1.118033988749895,1.0,1.224744871391589,0.25,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144637,H,4,5.75,7.0,7.0,2.7726341266023544,5.75,6.383572667401852,0.0,0.25,0.25,0.25,-0.5,-0.5,-1.0,0.5,0.5,0.7071067811865476,0.5,1.0,1.0,1.0
session_id,20260202_144637,V,4,3.25,3.0,-1.0,4.264680527307995,4.25,5.361902647381804,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.7071067811865476,0.5,0.7071067811865476,0.5,1.0,1.0,1.0
session_id,20260202_144645,H,4,0.5,0.5,-3.0,3.5,3.5,3.5355339059327378,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144645,V,4,2.5,4.0,4.0,3.2015621187164243,4.0,4.06201920231798,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144710,H,4,-2.5,-4.0,-4.0,2.598076211353316,3.5,3.605551275463989,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144710,V,4,-3.75,-4.0,-4.0,0.4330127018922193,3.75,3.774917217635375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144718,H,4,-4.0,-4.0,-4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144718,V,4,3.75,4.0,4.0,0.4330127018922193,3.75,3.774917217635375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144727,H,4,-4.0,-4.0,-4.0,0.7071067811865476,4.0,4.06201920231798,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144727,V,4,-1.5,-2.0,-2.0,1.5,2.0,2.1213203435596424,0.0,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144735,H,4,2.75,3.5,4.0,1.6393596310755,2.75,3.2015621187164243,0.25,0.25,0.25,0.5,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144735,V,4,1.0,1.5,4.0,3.082207001484488,3.0,3.24037034920393,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144751,H,5,1.4,3.0,3.0,1.9595917942265426,2.2,2.4083189157584592,0.0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144751,V,5,-0.8,1.0,1.0,2.227105745132009,2.0,2.3664319132398464,0.0,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144800,H,4,-2.5,-2.5,-4.0,1.5,2.5,2.9154759474226504,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144800,V,4,-2.0,-4.0,-4.0,3.4641016151377544,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144808,H,4,0.5,0.5,-2.0,2.5,2.5,2.5495097567963922,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
session_id,20260202_144808,V,4,-0.25,0.0,-4.0,2.8613807855648994,2.75,2.8722813232690143,0.0,0.0,0.5,0.75,0.25,0.0,0.0,0.4330127018922193,0.25,0.5,0.75,1.0,1.0,1.0
